town-symbol,available-votes,voted,disqualified-votes,proper-votes,AMT,G,VDAM,TB,KF,L,MHL,MRZ,PA,SHS,OTHER
1235,401,283,0,283,23,0,4,8,0,14,39,40,152,1,2
1236,837,623,2,621,77,1,2,11,2,22,42,70,388,2,4
1237,264,163,1,162,13,0,1,10,0,9,21,15,87,0,6
1238,183,111,0,111,10,0,0,3,0,9,7,12,68,0,2
1239,132,91,0,91,25,0,1,1,0,5,12,7,38,0,2
1240,725,553,0,553,60,0,0,33,6,30,75,45,277,7,20
1241,265,170,0,170,21,0,0,7,1,4,37,5,76,0,19
1242,674,528,2,526,48,0,1,32,10,27,77,25,281,6,19
1243,2224,1554,2,1552,169,7,29,45,12,132,244,202,689,12,11
1244,1184,900,0,900,123,2,7,13,2,30,59,135,524,4,1
1245,2212,1233,9,1224,7,3,851,0,3,0,28,8,195,121,8
1246,1020,309,3,306,27,1,182,2,0,1,16,8,48,15,6
1247,5749,4292,12,4280,126,128,35,762,219,360,1052,106,931,534,27
1248,111,68,0,68,8,0,0,1,1,4,5,11,38,0,0
1249,412,322,9,313,51,1,14,3,0,1,2,140,100,0,1
1251,144,79,0,79,1,0,0,4,1,1,14,1,41,0,16
1252,339,225,0,225,32,5,1,10,1,11,26,32,105,0,2
1253,268,197,0,197,22,3,0,16,3,15,74,10,44,6,4
1254,356,281,1,280,44,0,8,8,0,2,4,128,84,0,2
1255,159,90,0,90,10,0,1,1,0,4,4,27,41,0,2
1256,419,296,2,294,22,4,0,16,4,20,151,6,60,7,4
1257,529,401,1,400,52,1,3,14,2,13,73,53,186,1,2
1258,384,268,0,268,74,0,0,6,5,6,29,16,128,0,4
1259,213,168,0,168,18,0,101,0,0,1,0,36,10,0,2
1260,216,180,0,180,14,0,0,114,10,0,19,2,21,0,0
1261,107,70,0,70,10,0,1,5,1,6,9,14,21,0,3
1262,178,130,0,130,11,0,2,3,1,1,9,38,65,0,0
1263,4673,3312,12,3300,327,6,31,118,30,185,430,445,1702,13,13
1264,1420,1075,1,1074,91,6,3,31,2,47,130,168,583,2,11
1265,336,279,1,278,1,52,0,181,28,0,7,0,5,4,0
1266,118,69,0,69,9,0,0,1,0,5,6,17,31,0,0
1268,6968,5184,11,5173,434,12,32,626,65,230,1303,263,2110,74,24
1271,4915,3729,9,3720,384,8,48,162,23,161,834,280,1784,23,13
1272,412,272,0,272,29,0,3,5,0,4,16,71,142,1,1
1274,2106,1502,15,1487,98,5,3,78,6,63,533,60,606,24,11
1275,305,233,0,233,17,0,3,18,0,7,17,36,135,0,0
1280,202,121,0,121,16,0,0,8,0,7,18,7,54,1,10
1282,379,285,0,285,3,1,0,213,6,0,37,3,16,4,2
1283,328,233,0,233,5,1,1,33,9,0,145,0,14,21,4
1284,2008,1513,1,1512,122,4,1,24,5,86,196,118,946,5,5
1285,462,318,1,317,37,0,0,13,2,9,62,12,173,4,5
1286,4988,3057,33,3024,4,1,2898,2,2,13,20,14,34,3,33
1287,467,329,2,327,13,1,0,74,16,48,73,10,76,2,14
1288,1628,1204,0,1204,101,5,3,20,3,37,97,204,728,3,3
1290,4674,2858,17,2841,16,0,2637,3,2,1,8,62,50,27,35
1291,233,179,2,177,27,0,0,18,3,9,13,21,76,0,10
1292,14283,9027,60,8967,83,1,8445,11,4,6,35,78,96,44,164
1293,1668,1158,5,1153,74,9,1,71,12,44,434,25,435,43,5
1294,272,183,1,182,0,81,0,2,21,0,21,0,2,55,0
1295,4536,2602,22,2580,59,0,61,79,1,508,722,33,985,124,8
1296,5608,1807,14,1793,246,1,123,159,13,389,71,75,706,3,7
1297,522,387,1,386,25,2,0,43,7,17,157,15,108,10,2
1303,7858,3543,39,3504,169,1,2953,2,1,4,47,62,129,16,120
1304,15567,11955,18,11937,907,31,9,1291,126,503,2612,563,5647,212,36
1309,20458,17547,114,17433,13,6353,0,753,622,10,986,4,53,8628,11
1310,1813,1376,2,1374,141,23,4,75,13,61,232,110,698,8,9
1311,247,157,2,155,3,3,0,0,2,78,35,3,26,0,5
1313,855,558,5,553,39,5,6,25,10,45,253,13,132,13,12
1314,532,406,2,404,32,0,1,30,6,24,110,14,171,15,1
1315,2526,1902,7,1895,179,4,3,48,6,89,284,168,1091,13,10
1316,127,91,1,90,4,0,73,0,0,2,1,7,2,0,1
1317,315,200,1,199,0,0,165,0,1,0,5,12,14,0,2
1319,4009,2929,6,2923,251,13,4,104,23,143,491,203,1652,27,12
1320,193,116,4,112,0,0,107,0,0,0,0,4,0,1,0
1321,491,256,4,252,7,0,200,1,0,1,0,4,29,2,8
1323,502,401,2,399,42,5,1,22,4,17,165,7,113,18,5
1324,123,74,0,74,6,0,0,0,0,5,10,15,37,0,1
1326,6530,3659,36,3623,25,0,3334,3,3,2,22,138,52,4,40
1327,9736,4722,37,4685,28,1,4430,1,1,3,31,67,46,40,37
1330,1691,1252,7,1245,84,2,0,52,19,85,419,33,514,21,16
1331,1026,556,1,555,3,9,460,2,0,1,6,4,28,22,20
1332,539,275,4,271,1,0,189,0,0,0,1,3,66,1,10
1333,1709,1369,3,1366,14,60,0,969,111,4,135,0,21,50,2
1334,264,189,1,188,7,1,103,0,1,8,3,2,60,0,3
1335,507,258,14,244,2,0,58,0,0,0,126,6,39,3,10
1336,381,324,0,324,20,2,0,19,1,14,90,16,160,1,1
1337,1806,1325,3,1322,158,4,1,26,5,37,121,150,816,4,0
1338,128,64,1,63,3,4,0,6,3,0,24,11,11,0,1
1340,185,157,0,157,3,1,0,103,14,1,18,0,4,11,2
1342,554,291,2,289,25,1,186,0,2,6,2,1,65,0,1
1343,413,264,7,257,16,0,200,0,0,1,3,5,20,2,10
1344,576,479,2,477,51,1,0,71,1,23,128,8,189,4,1
1345,3424,2851,6,2845,195,4,2,124,28,150,474,160,1643,50,15
1346,574,210,5,205,5,1,115,1,2,0,63,1,8,2,7
1347,1221,927,4,923,2,0,879,0,1,1,7,5,16,1,11
1348,1176,946,8,938,1,0,919,0,0,0,4,1,5,0,8
1349,541,360,1,359,3,1,280,0,0,0,11,33,27,2,2
1358,1960,1089,11,1078,4,0,988,1,1,2,5,10,38,3,26
1359,1718,711,16,695,12,0,176,1,0,0,23,42,157,11,273
1360,899,374,6,368,3,0,268,0,1,1,5,6,58,15,11
1361,423,324,4,320,42,2,0,6,0,15,37,20,190,5,3
1363,299,250,3,247,0,52,0,139,39,0,13,0,1,2,1
1364,113,95,0,95,0,2,0,59,23,0,7,0,0,4,0
1365,198,166,0,166,27,2,1,49,0,0,12,5,68,0,2
1366,315,271,5,266,0,125,0,97,35,0,3,0,0,6,0
1367,243,176,6,170,0,0,55,0,2,0,0,9,101,0,3
1368,506,440,1,439,0,10,0,311,77,0,31,0,1,8,1
1369,221,192,1,191,0,2,0,151,28,0,4,0,3,3,0
1370,210,184,0,184,3,1,0,143,5,0,23,0,9,0,0
1371,415,371,0,371,3,8,0,268,19,1,50,0,12,10,0
1372,253,227,2,225,0,13,0,110,41,1,50,0,2,7,1
1374,208,180,0,180,0,0,0,166,10,0,1,1,0,1,1
1375,905,626,5,621,1,0,605,0,0,0,2,3,3,3,4
1376,853,724,2,722,11,12,0,214,73,9,271,11,37,71,13
1411,122,90,0,90,3,0,0,12,0,4,10,10,51,0,0
1412,176,110,0,110,9,0,0,7,0,7,26,5,56,0,0
1413,131,91,1,90,3,0,0,11,1,2,22,2,46,3,0
1414,100,67,0,67,0,0,0,8,0,1,14,5,37,2,0
1415,217,147,1,146,7,0,0,21,0,1,36,1,79,0,1
1416,121,71,0,71,3,0,0,0,0,6,8,2,49,3,0
1418,165,85,0,85,8,0,0,7,0,4,22,3,41,0,0
1419,616,436,0,436,8,4,0,106,78,0,183,1,18,32,6
2002,607,469,2,467,36,10,0,14,8,3,158,6,133,22,77
2003,653,504,1,503,44,1,0,13,8,20,91,45,273,0,8
2008,396,291,1,290,16,0,2,6,5,6,58,30,129,5,33
2009,427,312,0,312,42,1,0,20,3,3,95,13,111,13,11
2010,528,415,2,413,36,0,1,14,4,20,62,75,159,2,40
2011,894,685,6,679,25,9,50,21,16,3,311,7,90,45,102
2012,436,324,0,324,26,0,0,4,1,3,45,34,199,2,10
2013,582,444,1,443,35,2,1,9,3,6,99,32,233,6,17
2014,300,238,0,238,22,3,0,10,8,1,155,0,8,26,5
2015,718,574,2,572,63,0,1,7,1,19,50,47,255,1,128
2016,255,181,0,181,5,2,0,2,8,0,114,0,9,35,6
2018,964,742,1,741,135,1,2,2,3,10,7,171,408,0,2
2021,116,75,0,75,14,1,0,9,1,3,15,3,29,0,0
2023,446,302,0,302,39,0,1,1,0,6,11,101,143,0,0
2024,708,510,4,506,1,0,414,0,1,1,4,35,8,20,22
2026,285,206,0,206,7,2,0,13,3,3,112,0,32,9,25
2029,555,402,0,402,16,12,0,19,0,11,202,2,96,19,25
2030,424,327,0,327,2,4,0,21,15,1,190,3,26,37,28
2033,452,384,3,381,0,353,0,6,6,0,4,0,2,10,0
2034,7031,4865,38,4827,126,713,4,264,115,259,2372,13,306,640,15
2035,300,232,0,232,14,0,1,4,0,8,23,21,120,0,41
2038,1115,934,2,932,4,48,0,89,166,4,434,1,12,142,32
2042,479,320,2,318,79,0,1,5,0,5,29,41,153,2,3
2043,579,448,0,448,46,0,0,6,0,15,35,58,286,1,1
2044,259,202,0,202,4,1,0,18,26,7,115,0,8,20,3
2045,475,386,2,384,23,7,0,23,3,1,119,5,50,46,107
2046,425,324,1,323,35,1,0,5,4,10,62,17,159,4,26
2047,412,285,0,285,41,1,0,9,0,11,65,22,116,12,8
2048,488,383,2,381,25,20,0,60,24,12,81,11,96,33,19
2049,429,327,0,327,30,1,0,10,8,4,130,14,81,36,13
2050,344,254,1,253,15,2,0,14,9,4,141,2,37,17,12
2051,426,347,0,347,8,2,0,12,9,4,189,0,9,57,57
2052,388,308,2,306,8,9,0,26,13,6,186,0,29,24,5
2053,320,240,3,237,6,3,0,21,15,4,129,3,31,7,18
2054,375,284,1,283,12,2,0,16,11,4,171,1,27,8,31
2055,903,697,2,695,44,0,2,40,17,14,168,51,314,25,20
2057,364,240,0,240,2,1,0,7,1,1,199,0,11,15,3
2059,380,310,1,309,9,3,0,10,10,5,130,3,47,74,18
2060,331,254,0,254,44,0,0,16,5,7,125,2,32,22,1
2061,405,300,1,299,50,1,0,14,8,9,140,6,52,11,8
2062,288,201,0,201,41,0,3,8,0,4,59,15,64,7,0
2063,295,179,0,179,12,0,0,14,5,10,86,0,30,19,3
2064,291,212,0,212,9,8,0,9,11,2,132,1,15,21,4
2100,18575,12108,76,12032,469,69,11,437,217,789,6459,87,2088,1340,66
2200,28063,16894,164,16730,611,197,38,726,301,1386,9241,85,2089,1980,76
2300,13648,9474,25,9449,1048,119,92,255,54,368,1387,1428,4567,80,51
2400,26993,18880,152,18728,743,185,12,620,317,525,9045,239,3518,3433,91
2500,19638,12502,71,12431,546,90,43,255,125,2287,4289,302,3875,567,52
2530,16096,12272,66,12206,634,178,11,475,243,707,4364,171,4452,890,81
2550,17470,12954,63,12891,844,157,17,759,328,612,4195,416,4818,618,127
2560,21503,12841,103,12738,429,3018,127,302,143,2789,2432,242,2946,223,87
2600,50539,22840,125,22715,1049,280,176,917,328,1836,9749,403,6440,1366,171
2610,63507,41894,301,41593,538,15031,15,3929,1487,1480,8925,136,2251,7603,198
2620,28834,21497,81,21416,1791,105,43,902,203,1120,4743,1484,10331,641,53
2630,42112,28233,236,27997,775,2154,6,1171,590,3882,10427,117,4353,4245,277
2640,41277,32018,109,31909,1252,763,21,1817,944,1285,11026,839,11070,2763,129
2650,37134,26974,74,26900,1856,520,74,681,182,1018,4618,2918,14255,708,70
2660,33320,24697,156,24541,1131,267,13,1237,527,1376,9282,434,7406,2681,187
2710,35181,18060,206,17854,54,1,17109,15,7,8,51,265,169,16,159
2720,18053,12139,80,12059,217,7,10927,8,1,4,41,369,399,9,77
2730,27934,18609,146,18463,58,0,17472,14,5,4,60,449,247,47,107
2800,18246,10981,73,10908,555,77,21,696,231,1131,5745,112,1296,987,57
3000,413140,261817,1840,259977,8846,64937,3582,23722,8794,7912,59798,9391,30553,41531,911
3400,296,230,0,230,1,3,0,105,86,1,24,0,8,1,1
3488,471,371,5,366,9,1,1,217,9,3,81,5,38,1,1
3555,228,156,0,156,52,0,0,9,0,6,34,4,49,1,1
3556,198,128,1,127,30,0,0,6,0,7,18,11,55,0,0
3557,2632,2107,5,2102,7,45,1,1349,239,15,372,3,32,35,4
3558,249,206,1,205,17,2,0,15,1,12,59,4,93,0,2
3560,2504,2026,2,2024,11,23,0,1370,178,10,333,9,71,19,0
3561,256,166,1,165,3,0,0,109,11,0,32,1,7,2,0
3563,2097,1532,8,1524,31,28,3,798,109,42,394,4,74,29,12
3564,1200,976,1,975,0,65,0,631,171,1,80,1,5,19,2
3565,510,353,2,351,9,3,0,43,22,30,195,1,39,7,2
3566,159,105,1,104,4,0,0,14,5,1,50,1,17,6,6
3567,738,613,0,613,63,2,0,15,3,16,67,48,395,0,4
3568,198,151,1,150,10,0,1,18,8,8,37,6,60,0,2
3569,280,192,0,192,1,0,0,34,38,9,82,1,19,8,0
3570,15145,9724,88,9636,167,69,9,1085,390,2114,4236,61,1257,183,65
3571,552,439,1,438,0,14,0,165,133,8,108,1,5,4,0
3572,606,496,0,496,1,14,0,190,141,1,123,0,1,24,1
3573,755,596,0,596,1,6,1,342,105,2,112,2,10,13,2
3574,3366,2746,7,2739,7,102,0,1850,365,1,338,2,12,59,3
3575,816,673,0,673,13,10,0,312,49,16,206,2,39,24,2
3576,1278,1014,3,1011,5,25,1,493,256,1,167,4,7,51,1
3578,392,329,0,329,1,4,0,245,36,1,37,0,2,1,2
3579,923,727,1,726,1,18,0,492,137,2,60,0,0,16,0
3598,128,85,0,85,4,0,0,3,0,2,40,2,29,4,1
3599,334,262,0,262,3,3,0,177,20,0,48,0,7,3,1
3601,313,221,2,219,18,3,1,13,3,16,38,4,120,1,2
3602,486,411,1,410,5,5,0,319,15,1,43,1,18,2,1
3603,1002,782,1,781,43,3,2,76,39,49,315,15,186,45,8
3604,2181,1644,3,1641,20,26,3,1161,87,10,248,11,59,8,8
3605,150,95,0,95,4,0,0,20,1,10,34,0,26,0,0
3606,152,89,1,88,5,0,0,3,4,8,29,5,30,2,2
3607,209,162,2,160,1,4,0,67,11,16,56,0,5,0,0
3608,1125,581,6,575,20,28,0,109,36,40,241,9,74,15,3
3609,136,88,1,87,10,1,0,2,4,3,32,0,33,0,2
3610,235,178,1,177,31,1,1,34,4,9,14,12,67,1,3
3611,4728,3371,15,3356,13,100,2,1078,778,110,1087,11,69,99,9
3612,139,108,0,108,6,0,0,10,0,3,38,0,44,3,4
3613,242,194,0,194,8,10,0,87,15,3,42,1,25,0,3
3614,135,96,0,96,6,0,0,6,2,15,32,0,34,1,0
3615,238,195,0,195,13,0,0,25,7,8,72,4,62,0,4
3616,27911,19596,88,19508,515,305,14,2813,973,1431,9561,107,2270,1426,93
3617,1879,1445,2,1443,4,8,1,986,152,3,248,1,27,11,2
3618,1463,1140,0,1140,14,9,1,759,89,7,219,0,30,10,2
3619,133,92,1,91,11,0,0,3,1,4,28,1,39,0,4
3637,585,448,2,446,11,5,0,141,38,22,184,2,28,14,1
3638,2526,1913,4,1909,86,7,2,812,81,51,512,21,311,15,11
3639,232,181,1,180,12,1,0,11,13,9,84,3,43,3,1
3640,5384,4045,12,4033,50,67,0,1735,430,181,1201,18,201,128,22
3641,1935,1553,1,1552,2,39,0,879,412,0,176,3,10,29,2
3643,773,582,4,578,9,4,0,259,39,82,151,0,22,12,0
3644,1018,705,7,698,46,7,1,85,11,62,248,10,198,22,8
3645,153,126,2,124,5,0,0,21,0,13,50,4,26,2,3
3646,114,86,0,86,0,2,0,60,6,0,13,0,1,4,0
3647,1203,1002,3,999,3,6,0,616,138,6,193,1,18,17,1
3648,468,346,5,341,1,285,0,9,7,0,16,0,0,22,1
3649,585,420,2,418,18,0,0,70,18,19,158,1,126,3,5
3650,7067,5309,18,5291,66,63,1,3162,323,54,1252,12,261,80,17
3651,935,735,1,734,4,18,0,420,113,1,132,0,11,32,3
3652,3610,2636,13,2623,109,24,0,310,66,173,1176,23,637,84,21
3653,341,251,2,249,0,125,0,61,24,0,17,0,1,21,0
3654,1371,977,5,972,28,3,1,126,30,96,484,11,181,5,7
3655,1107,843,1,842,39,3,1,133,11,70,278,18,273,6,10
3656,263,204,0,204,0,5,0,153,18,0,26,1,1,0,0
3657,299,220,0,220,1,3,0,161,43,1,9,0,1,1,0
3658,298,255,0,255,0,7,0,187,40,0,19,1,1,0,0
3659,987,819,4,815,1,33,0,587,77,3,102,2,4,6,0
3660,2197,1609,5,1604,1,569,0,39,208,1,109,1,5,671,0
3709,1110,986,3,983,1,97,0,615,145,1,60,1,5,58,0
3710,1128,977,2,975,1,10,3,335,126,0,482,1,7,10,0
3712,500,421,0,421,1,11,0,189,91,1,86,1,4,37,0
3713,143,82,1,81,4,0,0,6,2,4,25,2,35,0,3
3715,977,736,3,733,21,2,1,84,24,51,414,8,116,6,6
3717,203,140,12,128,5,1,0,13,0,30,47,5,26,0,1
3719,212,221,1,220,1,7,0,75,43,9,64,0,10,9,2
3720,3896,2912,10,2902,91,22,3,723,155,150,1023,24,605,81,25
3722,332,239,1,238,18,1,0,18,5,21,92,3,73,3,4
3723,222,174,2,172,1,12,0,97,35,0,16,0,5,6,0
3724,139,123,0,123,0,0,0,79,33,0,9,0,1,1,0
3725,1546,1160,1,1159,8,19,0,755,128,7,205,1,29,3,4
3726,1161,860,4,856,11,16,1,389,72,89,234,3,18,20,3
3727,1484,1238,2,1236,2,9,0,856,64,20,222,1,45,17,0
3730,11507,8788,30,8758,167,1837,2,850,429,253,2737,63,807,1593,20
3743,510,383,1,382,25,6,0,143,28,21,82,1,68,7,1
3744,437,387,0,387,0,7,0,305,30,3,32,0,4,5,1
3745,314,241,2,239,2,1,0,192,20,1,14,2,2,5,0
3746,415,360,0,360,7,0,0,178,67,3,91,0,1,13,0
3747,816,663,2,661,2,5,0,483,76,2,71,2,4,13,3
3748,454,350,0,350,2,6,0,226,58,1,50,0,3,4,0
3749,664,536,0,536,1,35,0,161,311,0,16,1,1,9,1
3750,5777,4283,10,4273,207,50,2,260,47,315,1357,94,1829,82,30
3751,229,168,1,167,0,0,0,107,5,7,18,1,28,1,0
3752,418,332,0,332,1,12,0,162,103,2,44,0,1,5,2
3754,371,278,4,274,1,126,0,81,19,0,19,0,0,28,0
3756,665,507,1,506,0,7,0,361,85,0,43,1,5,3,1
3759,246,190,0,190,2,1,1,64,23,9,51,1,32,4,2
3760,6351,4877,16,4861,247,34,0,636,89,222,1335,115,2080,72,31
3762,572,437,2,435,0,22,0,240,117,0,38,1,1,15,1
3763,3174,2369,6,2363,42,50,1,284,219,90,995,9,204,454,15
3764,327,261,0,261,0,5,0,188,37,0,27,0,0,4,0
3765,2148,1640,7,1633,5,68,1,1020,169,21,293,2,13,40,1
3766,545,448,0,448,1,22,0,278,57,1,71,0,4,14,0
3767,330,259,1,258,0,47,0,62,74,0,32,0,1,41,1
3768,1055,899,1,898,0,12,0,706,81,1,74,2,7,13,2
3769,3015,2316,5,2311,208,4,10,101,16,105,507,198,1141,14,7
3770,2301,1751,2,1749,10,55,1,932,131,9,424,6,65,112,4
3777,241,211,0,211,3,3,0,174,6,0,16,0,6,2,1
3778,1326,1068,5,1063,10,11,0,387,99,36,348,11,113,46,2
3779,4217,3456,15,3441,5,610,0,512,579,8,355,3,16,1348,5
3780,25369,20980,139,20841,5,13431,3,214,769,10,581,7,31,5784,6
3781,967,709,2,707,18,5,0,61,18,39,431,1,95,28,11
3784,424,316,0,316,12,3,0,141,27,11,89,1,21,7,4
3785,164,128,0,128,6,2,0,67,31,0,6,0,5,9,2
3787,1146,853,1,852,45,3,0,106,21,89,323,4,243,12,6
3788,2066,1720,4,1716,2,92,0,1198,276,1,124,0,3,20,0
3790,510,379,1,378,3,2,0,98,27,20,186,1,28,8,5
3791,1441,1134,3,1131,33,16,1,451,65,47,298,15,166,29,10
3793,1080,865,2,863,0,14,0,413,148,2,200,0,4,79,3
3794,860,600,4,596,0,25,0,220,211,1,107,2,4,21,5
3795,1150,982,0,982,4,18,0,720,139,0,79,1,3,18,0
3796,1607,1187,5,1182,112,10,1,53,9,53,166,82,688,3,5
3797,27973,23639,472,23167,7,18606,3,39,181,10,186,4,20,4093,18
3822,313,283,0,283,2,3,0,224,34,0,18,0,1,1,0
3823,1862,1477,8,1469,3,120,0,218,183,8,254,3,15,662,3
3824,71,68,0,68,0,2,1,18,27,0,9,0,1,10,0
4000,248570,144888,846,144042,7885,5629,12697,5586,1364,17177,33630,7875,47394,3952,853
4001,554,82,0,82,16,4,0,0,1,4,28,2,13,13,1
4002,298,214,0,214,20,1,0,13,4,13,29,21,100,2,11
4003,332,243,2,241,38,0,1,4,4,18,31,30,113,0,2
4004,385,240,0,240,37,0,0,2,0,3,20,22,154,0,2
4005,817,624,0,624,4,15,0,423,71,0,83,0,6,16,6
4006,416,313,0,313,1,13,0,225,31,1,31,1,5,4,1
4007,367,293,3,290,6,4,0,182,11,0,56,2,22,0,7
4008,387,296,0,296,34,0,0,10,2,9,30,30,175,0,6
4009,210,161,0,161,13,0,0,6,2,12,42,8,58,6,14
4010,121,98,0,98,14,0,0,5,2,3,12,5,48,0,9
4011,399,306,0,306,7,6,1,165,41,4,48,2,22,5,5
4012,438,269,1,268,16,1,0,6,7,6,73,18,136,2,3
4013,247,180,0,180,24,1,0,9,1,5,15,11,102,2,10
4014,242,182,2,180,13,0,0,52,28,6,20,9,45,3,4
4015,886,590,2,588,51,0,1,34,12,46,142,27,261,5,9
4017,223,166,0,166,5,0,0,90,14,0,44,1,4,2,6
4019,123,94,0,94,9,1,0,5,3,7,8,13,45,0,3
4021,465,336,0,336,24,0,0,25,2,20,59,16,173,1,16
4022,222,153,0,153,10,0,0,6,0,13,18,13,85,2,6
4024,214,140,1,139,12,0,0,7,0,16,35,8,58,0,3
4025,380,267,5,262,23,0,0,15,1,12,39,12,153,1,6
4026,636,361,0,361,27,1,1,26,6,16,98,6,166,4,10
4028,321,234,1,233,20,0,0,14,1,15,20,16,136,0,11
4100,6052,3468,28,3440,133,27,1,344,143,660,1220,53,711,102,46
4101,566,411,2,409,42,0,2,7,2,19,37,25,270,0,5
4201,867,175,0,175,11,0,5,4,3,6,43,2,84,12,5
4203,346,86,1,85,1,0,3,0,1,8,19,1,40,5,7
4204,400,274,0,274,31,0,0,10,2,13,11,55,143,0,9
4301,249,169,0,169,27,0,0,7,3,12,12,20,85,0,3
4303,164,99,0,99,5,0,0,5,2,3,22,5,49,0,8
4304,498,399,3,396,4,3,0,254,31,0,78,0,23,1,2
4501,1687,621,13,608,64,5,71,2,4,4,231,20,56,131,20
4502,139,34,0,34,0,0,0,2,1,1,12,1,14,2,1
4503,272,183,0,183,11,0,0,6,1,13,16,26,106,0,4
4551,416,300,1,299,23,0,0,16,4,27,53,14,149,1,12
4701,440,344,0,344,6,6,0,221,36,2,46,0,21,5,1
4702,438,339,2,337,37,2,1,10,1,13,43,27,198,1,4
5000,430203,267322,979,266343,19208,2934,8446,6985,2153,11827,50657,38298,113843,10966,1026
6000,18885,10928,107,10821,40,1,10221,11,3,5,30,260,180,11,59
6100,110049,85032,1104,83928,355,51433,16,1295,1367,552,4027,146,1129,23515,93
6200,124416,64710,554,64156,2677,1095,128,1980,1196,11541,24177,896,14344,5732,390
6300,48361,34199,108,34091,3272,209,179,1233,253,1436,5904,3858,17156,473,118
6400,81947,54464,212,54252,3565,546,115,1955,446,3124,12639,3994,25893,1793,182
6500,75949,47311,298,47013,2071,651,130,1784,722,5436,17838,1056,13097,3863,365
6600,158451,101318,572,100746,5675,1056,95,3480,1441,8699,37292,2188,30473,9867,480
6700,34823,20853,138,20715,589,1496,22,717,568,1395,9477,75,2145,3710,521
6800,47179,30803,164,30639,1298,721,12,1524,650,3236,13436,277,6774,2572,139
6900,80443,57976,214,57762,4081,497,157,2687,581,3526,13339,4155,26798,1682,259
7000,55192,32369,370,31999,821,662,4544,2207,858,3876,10721,276,4175,2675,1184
7100,113362,70918,487,70431,2283,1017,53,3345,1851,12923,28506,503,12210,7155,585
7200,33708,25503,101,25402,1982,172,35,885,234,1246,6408,1345,12197,786,112
7300,57407,32006,219,31787,174,13,29152,20,12,239,283,529,892,223,250
7400,182945,108350,651,107699,3983,3543,53,6352,2108,11709,38738,1595,26030,12844,744
7500,20567,14829,185,14644,439,21,13115,8,6,20,63,228,437,141,166
7600,41830,25759,224,25535,658,127,6965,783,326,2690,9184,175,2368,2113,146
7700,41011,26227,190,26037,909,1054,42,1037,633,3058,11992,240,4937,1925,210
7800,30215,21443,102,21341,1481,150,72,1069,253,1115,6141,2071,7868,1009,112
7900,190786,131353,643,130710,5850,6252,99,12968,2685,13519,39695,2536,36532,9906,668
8000,23253,14236,96,14140,232,2317,152,939,1080,938,4930,65,863,2550,74
8200,37610,24680,187,24493,1463,126,15,913,264,3290,8092,447,8961,792,130
8300,206016,137633,655,136978,7495,1225,104,4928,1834,15223,46485,2938,50204,5791,751
8400,106491,73450,350,73100,4150,3309,151,5107,1951,6188,20134,3235,23118,5201,556
8500,55469,34117,400,33717,1022,244,4630,916,697,2191,14578,344,4572,4221,302
8600,130978,86850,327,86523,6914,1085,289,4072,933,5128,21340,6136,37145,3116,365
8700,65270,43786,138,43648,2453,715,57,4591,621,1800,9696,2821,18967,1772,155
8800,28773,17039,712,16327,210,6,12071,15,10,1732,186,476,1310,109,202
8900,22576,16350,55,16295,109,2,15502,3,2,2,29,137,127,166,216
9000,161591,97425,816,96609,4169,1216,563,4826,2103,13495,41939,1373,18163,8182,580
9100,50350,30976,223,30753,1477,171,127,1229,460,4375,12850,524,7419,1973,148
9200,14279,9918,58,9860,403,103,19,465,401,202,5493,24,610,2111,29
9300,16833,12199,30,12169,772,628,22,679,107,478,2153,1082,5467,742,39
9400,23181,17160,59,17101,1142,152,17,675,252,769,5785,608,6914,699,88
9500,34213,21729,133,21596,1217,237,19,574,200,2588,7385,442,8097,714,123
9600,36529,20697,203,20494,708,157,13,525,241,4440,8626,180,4535,909,160
9700,45835,34603,98,34505,2592,126,59,978,229,1583,6954,2701,18294,858,131
9800,10142,7536,21,7515,640,17,25,313,52,276,1404,886,3746,118,38
9999,0,282442,2226,280216,13211,11649,11974,24810,6583,14019,77953,13861,84654,17598,3904
